Interaction_ID,Timestamp,Customer_ID,Session_ID,Product_ID,Interaction_Type
I000918,2026-08-09 13:14:19,C0122,L1-00307,P026,View
I000919,2026-08-09 13:15:22,C0122,L1-00307,P003,View
I000920,2026-08-09 13:16:20,C0122,L1-00307,P013,View
I000921,2026-08-09 13:34:12,C0064,L1-00165,P031,View
I000922,2026-08-09 13:36:08,C0064,L1-00165,P016,View
I000923,2026-08-09 13:36:11,C0064,L1-00165,P031,Add_to_Cart
I000924,2026-08-09 13:36:49,C0064,L1-00165,P021,View
I000925,2026-08-09 13:38:52,C0064,L1-00165,P022,View
I000926,2026-08-09 13:42:32,C0064,L1-00165,P025,View
I000927,2026-08-09 13:45:52,C0064,L1-00165,P021,View
I000928,2026-08-09 14:31:59,C0094,L1-00236,P010,View
I000929,2026-08-09 14:33:32,C0199,L1-00486,P024,View
I000930,2026-08-09 14:35:12,C0094,L1-00236,P004,View
I000931,2026-08-09 14:35:48,C0199,L1-00486,P021,View
I000932,2026-08-09 14:37:39,C0199,L1-00486,P014,View
I000933,2026-08-09 14:37:40,C0094,L1-00236,P019,View
I000934,2026-08-09 14:38:47,C0199,L1-00486,P031,View
I000935,2026-08-09 14:39:17,C0094,L1-00236,P030,View
I000936,2026-08-09 14:40:25,C0199,L1-00486,P031,Add_to_Cart
I000937,2026-08-09 14:43:39,C0183,L1-00447,P017,View
I000938,2026-08-09 14:47:18,C0183,L1-00447,P017,View
I000939,2026-08-09 14:48:32,C0183,L1-00447,P011,View
I000940,2026-08-09 14:48:52,C0183,L1-00447,P017,Add_to_Cart
I000941,2026-08-09 14:49:24,C0183,L1-00447,P015,View
I000942,2026-08-09 14:50:25,C0183,L1-00447,P015,Add_to_Cart
I000943,2026-08-09 14:52:28,C0112,L1-00285,P009,View
I000944,2026-08-09 14:53:15,C0112,L1-00285,P034,View
I000945,2026-08-09 14:56:02,C0112,L1-00285,P024,View
I000946,2026-08-09 14:58:45,C0112,L1-00285,P023,View
I000947,2026-08-09 14:59:33,C0112,L1-00285,P023,Add_to_Cart
I000948,2026-08-09 15:31:23,C0075,L1-00197,P024,View
I000949,2026-08-09 15:33:20,C0075,L1-00197,P021,View
I000950,2026-08-09 15:33:46,C0075,L1-00197,P018,View
I000951,2026-08-09 15:35:15,C0075,L1-00197,P004,View
I000952,2026-08-09 15:36:07,C0075,L1-00197,P004,View
I000953,2026-08-09 15:36:32,C0075,L1-00197,P004,Add_to_Cart
I000954,2026-08-09 16:18:43,C0102,L1-00247,P007,View
I000955,2026-08-09 16:22:38,C0102,L1-00247,P031,View
I000956,2026-08-09 16:22:58,C0102,L1-00247,P006,View
I000957,2026-08-09 17:00:02,C0087,L1-00225,P018,View
I000958,2026-08-09 17:00:22,C0014,L1-00028,P034,View
I000959,2026-08-09 17:03:00,C0126,L1-00316,P016,View
I000960,2026-08-09 17:03:37,C0087,L1-00225,P024,View
I000961,2026-08-09 17:03:55,C0087,L1-00225,P024,Add_to_Cart
I000962,2026-08-09 17:03:58,C0014,L1-00028,P010,View
I000963,2026-08-09 17:05:56,C0126,L1-00316,P026,View
I000964,2026-08-09 17:06:24,C0087,L1-00225,P023,View
I000965,2026-08-09 17:06:52,C0014,L1-00028,P012,View
I000966,2026-08-09 17:08:26,C0126,L1-00316,P014,View
I000967,2026-08-09 17:10:17,C0126,L1-00316,P008,View
I000968,2026-08-09 17:10:40,C0126,L1-00316,P033,View
I000969,2026-08-09 17:11:00,C0126,L1-00316,P008,Add_to_Cart
I000970,2026-08-09 17:12:10,C0126,L1-00316,P033,Add_to_Cart
I000971,2026-08-09 18:26:46,C0042,L1-00095,P012,View
I000972,2026-08-09 18:27:28,C0042,L1-00095,P013,View
I000973,2026-08-09 18:28:43,C0042,L1-00095,P012,Add_to_Cart
I000974,2026-08-09 18:29:15,C0042,L1-00095,P005,View
I000975,2026-08-09 18:30:31,C0042,L1-00095,P005,Add_to_Cart
I000976,2026-08-09 18:32:47,C0042,L1-00095,P015,View
I000977,2026-08-09 18:36:12,C0042,L1-00095,P006,View
I000978,2026-08-09 18:36:43,C0042,L1-00095,P006,Add_to_Cart
I000979,2026-08-09 18:38:20,C0042,L1-00095,P007,View
I000980,2026-08-09 20:37:59,C0183,L1-00448,P031,View
I000981,2026-08-09 20:38:45,C0183,L1-00448,P031,Add_to_Cart
I000982,2026-08-09 20:39:58,C0183,L1-00448,P008,View
I000983,2026-08-09 20:41:32,C0183,L1-00448,P009,View
I000984,2026-08-09 20:44:06,C0183,L1-00448,P028,View
I000985,2026-08-09 20:44:41,C0183,L1-00448,P028,Add_to_Cart
I000986,2026-08-09 22:02:36,C0103,L1-00253,P015,View
I000987,2026-08-09 22:04:53,C0103,L1-00253,P028,View
I000988,2026-08-09 22:05:35,C0103,L1-00253,P023,View
I000989,2026-08-09 22:06:45,C0103,L1-00253,P028,Add_to_Cart
I000990,2026-08-09 22:07:24,C0103,L1-00253,P030,View
I000991,2026-08-09 22:09:26,C0103,L1-00253,P034,View
I000992,2026-08-09 22:10:04,C0103,L1-00253,P034,Add_to_Cart
I000993,2026-08-09 22:10:15,C0103,L1-00253,P024,View
I000994,2026-08-09 22:12:08,C0103,L1-00253,P024,Add_to_Cart
I000995,2026-08-09 23:04:10,C0022,L1-00048,P035,View
I000996,2026-08-09 23:07:19,C0022,L1-00048,P031,View
I000997,2026-08-09 23:08:02,C0022,L1-00048,P031,Add_to_Cart
I000998,2026-08-09 23:09:58,C0022,L1-00048,P008,View
I000999,2026-08-09 23:13:42,C0022,L1-00048,P022,View
I001000,2026-08-10 08:33:51,C0037,L1-00085,P026,View
I001001,2026-08-10 08:36:28,C0037,L1-00085,P008,View
I001002,2026-08-10 08:36:54,C0037,L1-00085,P016,View
I001003,2026-08-10 08:37:19,C0037,L1-00085,P025,View
I001004,2026-08-10 08:37:32,C0037,L1-00085,P008,Add_to_Cart
I001005,2026-08-10 08:37:36,C0037,L1-00085,P016,Add_to_Cart
I001006,2026-08-10 08:39:06,C0037,L1-00085,P021,View
I001007,2026-08-10 08:40:24,C0037,L1-00085,P021,Add_to_Cart
I001008,2026-08-10 08:40:31,C0037,L1-00085,P004,View
I001009,2026-08-10 08:40:50,C0037,L1-00085,P004,Add_to_Cart
I001010,2026-08-10 08:42:16,C0037,L1-00085,P020,View
I001011,2026-08-10 10:38:48,C0181,L1-00438,P015,View
I001012,2026-08-10 10:41:30,C0181,L1-00438,P026,View
I001013,2026-08-10 10:41:52,C0181,L1-00438,P011,View
I001014,2026-08-10 10:43:13,C0181,L1-00438,P011,Add_to_Cart
I001015,2026-08-10 12:22:32,C0086,L1-00223,P011,View
I001016,2026-08-10 12:25:32,C0086,L1-00223,P033,View
I001017,2026-08-10 12:26:07,C0086,L1-00223,P025,View
I001018,2026-08-10 13:07:19,C0105,L1-00256,P002,View
I001019,2026-08-10 13:08:01,C0105,L1-00256,P002,Add_to_Cart
I001020,2026-08-10 13:08:41,C0182,L1-00442,P030,View
I001021,2026-08-10 13:09:01,C0182,L1-00442,P014,View
I001022,2026-08-10 13:09:29,C0182,L1-00442,P033,View
I001023,2026-08-10 13:09:32,C0105,L1-00256,P026,View
I001024,2026-08-10 13:09:52,C0182,L1-00442,P020,View
I001025,2026-08-10 13:10:08,C0182,L1-00442,P020,Add_to_Cart
I001026,2026-08-10 13:10:09,C0182,L1-00442,P014,Add_to_Cart
I001027,2026-08-10 13:10:18,C0105,L1-00256,P007,View
I001028,2026-08-10 13:10:26,C0182,L1-00442,P030,Add_to_Cart
I001029,2026-08-10 13:11:36,C0182,L1-00442,P011,View
I001030,2026-08-10 13:14:12,C0182,L1-00442,P024,View
I001031,2026-08-10 13:15:51,C0182,L1-00442,P024,Add_to_Cart
I001032,2026-08-10 13:15:52,C0182,L1-00442,P018,View
I001033,2026-08-10 13:16:21,C0182,L1-00442,P018,Add_to_Cart
I001034,2026-08-10 13:16:51,C0182,L1-00442,P023,View
I001035,2026-08-10 13:53:25,C0087,L1-00224,P009,View
I001036,2026-08-10 13:56:56,C0087,L1-00224,P002,View
I001037,2026-08-10 13:58:43,C0087,L1-00224,P002,Add_to_Cart
I001038,2026-08-10 14:00:53,C0087,L1-00224,P013,View
I001039,2026-08-10 14:01:37,C0087,L1-00224,P013,Add_to_Cart
I001040,2026-08-10 14:43:54,C0093,L1-00233,P023,View
I001041,2026-08-10 14:44:22,C0093,L1-00233,P023,Add_to_Cart
I001042,2026-08-10 14:46:54,C0093,L1-00233,P014,View
I001043,2026-08-10 14:47:18,C0093,L1-00233,P014,Add_to_Cart
I001044,2026-08-10 14:47:21,C0093,L1-00233,P030,View
I001045,2026-08-10 15:32:57,C0083,L1-00217,P034,View
I001046,2026-08-10 15:33:39,C0083,L1-00217,P004,View
I001047,2026-08-10 15:34:19,C0083,L1-00217,P004,Add_to_Cart
I001048,2026-08-10 15:34:50,C0083,L1-00217,P026,View
I001049,2026-08-10 16:15:38,C0183,L1-00446,P014,View
I001050,2026-08-10 16:16:00,C0183,L1-00446,P007,View
I001051,2026-08-10 16:18:16,C0183,L1-00446,P005,View
I001052,2026-08-10 16:21:44,C0183,L1-00446,P013,View
I001053,2026-08-10 16:57:42,C0111,L1-00277,P022,View
I001054,2026-08-10 16:58:37,C0111,L1-00277,P007,View
I001055,2026-08-10 17:01:46,C0111,L1-00277,P017,View
I001056,2026-08-10 17:05:24,C0111,L1-00277,P002,View
I001057,2026-08-10 17:07:33,C0111,L1-00277,P028,View
I001058,2026-08-10 17:08:24,C0111,L1-00277,P030,View
I001059,2026-08-10 17:09:17,C0111,L1-00277,P010,View
I001060,2026-08-10 17:19:36,C0062,L1-00155,P016,View
I001061,2026-08-10 17:21:00,C0062,L1-00155,P016,Add_to_Cart
I001062,2026-08-10 17:21:14,C0062,L1-00155,P025,View
I001063,2026-08-10 17:24:34,C0062,L1-00155,P015,View
I001064,2026-08-10 17:25:36,C0062,L1-00155,P015,Add_to_Cart
I001065,2026-08-10 17:27:44,C0062,L1-00155,P026,View
I001066,2026-08-10 17:30:08,C0062,L1-00155,P017,View
I001067,2026-08-10 17:34:00,C0062,L1-00155,P012,View
I001068,2026-08-10 19:40:56,C0118,L1-00296,P018,View
I001069,2026-08-10 19:43:25,C0118,L1-00296,P022,View
I001070,2026-08-10 19:46:47,C0118,L1-00296,P017,View
I001071,2026-08-10 19:48:25,C0118,L1-00296,P017,Add_to_Cart
I001072,2026-08-10 19:49:54,C0118,L1-00296,P015,View
I001073,2026-08-10 22:48:07,C0143,L1-00361,P024,View
I001074,2026-08-10 22:51:39,C0143,L1-00361,P011,View
I001075,2026-08-10 22:54:13,C0143,L1-00361,P034,View
I001076,2026-08-10 22:54:44,C0143,L1-00361,P034,Add_to_Cart
I001077,2026-08-10 22:55:14,C0143,L1-00361,P014,View
I001078,2026-08-10 22:57:19,C0143,L1-00361,P030,View
I001079,2026-08-10 23:07:33,C0072,L1-00189,P016,View
I001080,2026-08-10 23:08:16,C0072,L1-00189,P004,View
I001081,2026-08-10 23:11:12,C0072,L1-00189,P028,View
I001082,2026-08-10 23:13:17,C0072,L1-00189,P018,View
I001083,2026-08-10 23:14:13,C0072,L1-00189,P018,Add_to_Cart
I001084,2026-08-10 23:15:47,C0072,L1-00189,P016,View
I001085,2026-08-10 23:38:51,C0121,L1-00304,P021,View
I001086,2026-08-10 23:41:21,C0121,L1-00304,P031,View
I001087,2026-08-10 23:44:54,C0121,L1-00304,P030,View
I001088,2026-08-10 23:48:20,C0121,L1-00304,P031,View
I001089,2026-08-10 23:49:14,C0121,L1-00304,P030,View
I001090,2026-08-10 23:51:11,C0121,L1-00304,P030,Add_to_Cart
I001091,2026-08-11 09:26:17,C0049,L1-00119,P034,View
I001092,2026-08-11 09:26:35,C0049,L1-00119,P034,Add_to_Cart
I001093,2026-08-11 09:27:30,C0049,L1-00119,P008,View
I001094,2026-08-11 09:28:41,C0049,L1-00119,P011,View
I001095,2026-08-11 09:32:32,C0049,L1-00119,P026,View
I001096,2026-08-11 09:32:54,C0049,L1-00119,P004,View
I001097,2026-08-11 09:36:04,C0049,L1-00119,P010,View
I001098,2026-08-11 12:07:54,C0145,L1-00367,P022,View
I001099,2026-08-11 12:09:44,C0145,L1-00367,P022,Add_to_Cart
I001100,2026-08-11 12:11:06,C0145,L1-00367,P023,View
I001101,2026-08-11 12:12:53,C0145,L1-00367,P012,View
I001102,2026-08-11 12:13:17,C0145,L1-00367,P012,Add_to_Cart
I001103,2026-08-11 12:18:59,C0116,L1-00291,P028,View
I001104,2026-08-11 12:20:50,C0116,L1-00291,P018,View
I001105,2026-08-11 12:21:10,C0116,L1-00291,P025,View
I001106,2026-08-11 13:13:55,C0010,L1-00019,P032,View
I001107,2026-08-11 13:16:00,C0010,L1-00019,P015,View
I001108,2026-08-11 13:16:25,C0010,L1-00019,P009,View
I001109,2026-08-11 13:17:37,C0010,L1-00019,P015,Add_to_Cart
I001110,2026-08-11 13:49:47,C0172,L1-00425,P020,View
I001111,2026-08-11 13:51:17,C0172,L1-00425,P020,Add_to_Cart
I001112,2026-08-11 13:51:34,C0172,L1-00425,P008,View
I001113,2026-08-11 13:53:44,C0172,L1-00425,P028,View
I001114,2026-08-11 13:54:45,C0172,L1-00425,P028,Add_to_Cart
I001115,2026-08-11 14:00:38,C0124,L1-00311,P035,View
I001116,2026-08-11 14:01:35,C0124,L1-00311,P025,View
I001117,2026-08-11 14:02:14,C0124,L1-00311,P035,Add_to_Cart
I001118,2026-08-11 14:03:18,C0124,L1-00311,P023,View
I001119,2026-08-11 14:05:56,C0124,L1-00311,P008,View
I001120,2026-08-11 14:07:01,C0124,L1-00311,P023,View
I001121,2026-08-11 14:08:36,C0124,L1-00311,P025,View
I001122,2026-08-11 15:18:35,C0113,L1-00286,P004,View
I001123,2026-08-11 15:19:05,C0113,L1-00286,P026,View
I001124,2026-08-11 15:20:28,C0113,L1-00286,P004,Add_to_Cart
I001125,2026-08-11 15:21:01,C0113,L1-00286,P012,View
I001126,2026-08-11 15:48:17,C0169,L1-00417,P031,View
I001127,2026-08-11 15:51:26,C0169,L1-00417,P017,View
I001128,2026-08-11 15:52:55,C0169,L1-00417,P013,View
I001129,2026-08-11 15:53:53,C0169,L1-00417,P017,View
I001130,2026-08-11 15:55:23,C0169,L1-00417,P017,Add_to_Cart
I001131,2026-08-11 15:56:53,C0169,L1-00417,P015,View
I001132,2026-08-11 15:58:30,C0169,L1-00417,P023,View
I001133,2026-08-11 16:00:56,C0103,L1-00249,P026,View
I001134,2026-08-11 16:03:01,C0103,L1-00249,P011,View
I001135,2026-08-11 16:06:00,C0103,L1-00249,P002,View
I001136,2026-08-11 16:07:55,C0103,L1-00249,P020,View
I001137,2026-08-11 16:10:17,C0103,L1-00249,P015,View
I001138,2026-08-11 16:11:49,C0103,L1-00249,P031,View
I001139,2026-08-11 16:13:12,C0103,L1-00249,P034,View
I001140,2026-08-11 16:14:36,C0103,L1-00249,P013,View
I001141,2026-08-11 17:11:54,C0149,L1-00373,P010,View
I001142,2026-08-11 17:13:25,C0149,L1-00373,P010,Add_to_Cart
I001143,2026-08-11 17:13:59,C0149,L1-00373,P032,View
I001144,2026-08-11 17:14:22,C0149,L1-00373,P032,Add_to_Cart
I001145,2026-08-11 17:17:57,C0149,L1-00373,P012,View
I001146,2026-08-11 19:31:55,C0198,L1-00484,P010,View
I001147,2026-08-11 19:32:18,C0198,L1-00484,P007,View
I001148,2026-08-11 19:32:54,C0198,L1-00484,P010,Add_to_Cart
I001149,2026-08-11 19:34:56,C0198,L1-00484,P004,View
I001150,2026-08-11 20:18:21,C0027,L1-00058,P020,View
I001151,2026-08-11 20:19:30,C0027,L1-00058,P020,Add_to_Cart
I001152,2026-08-11 20:21:27,C0027,L1-00058,P030,View
I001153,2026-08-11 20:23:36,C0027,L1-00058,P030,View
I001154,2026-08-11 22:22:39,C0045,L1-00100,P020,View
I001155,2026-08-11 22:25:48,C0045,L1-00100,P019,View
I001156,2026-08-11 22:28:41,C0045,L1-00100,P033,View
I001157,2026-08-11 22:31:19,C0045,L1-00100,P033,View
I001158,2026-08-11 22:33:35,C0045,L1-00100,P024,View
I001159,2026-08-11 22:34:49,C0045,L1-00100,P027,View
I001160,2026-08-11 22:35:39,C0045,L1-00100,P027,Add_to_Cart
I001161,2026-08-12 08:50:10,C0015,L1-00033,P026,View
I001162,2026-08-12 08:53:53,C0015,L1-00033,P022,View
I001163,2026-08-12 08:55:17,C0015,L1-00033,P034,View
I001164,2026-08-12 08:59:06,C0015,L1-00033,P016,View
I001165,2026-08-12 09:01:26,C0015,L1-00033,P025,View
I001166,2026-08-12 09:03:55,C0015,L1-00033,P028,View
I001167,2026-08-12 09:05:28,C0015,L1-00033,P028,View
I001168,2026-08-12 09:09:19,C0015,L1-00033,P028,View
I001169,2026-08-12 09:10:34,C0015,L1-00033,P028,Add_to_Cart
I001170,2026-08-12 09:39:36,C0076,L1-00199,P014,View
I001171,2026-08-12 09:41:51,C0076,L1-00199,P036,View
I001172,2026-08-12 09:45:47,C0076,L1-00199,P001,View
I001173,2026-08-12 10:50:28,C0094,L1-00237,P013,View
I001174,2026-08-12 10:54:27,C0094,L1-00237,P004,View
I001175,2026-08-12 10:55:04,C0094,L1-00237,P004,Add_to_Cart
I001176,2026-08-12 10:56:43,C0094,L1-00237,P006,View
I001177,2026-08-12 10:59:29,C0094,L1-00237,P028,View
I001178,2026-08-12 11:03:11,C0094,L1-00237,P028,View
I001179,2026-08-12 11:04:35,C0094,L1-00237,P028,Add_to_Cart
I001180,2026-08-12 11:06:02,C0094,L1-00237,P013,View
I001181,2026-08-12 11:07:42,C0094,L1-00237,P013,Add_to_Cart
I001182,2026-08-12 11:26:31,C0124,L1-00310,P034,View
I001183,2026-08-12 11:29:49,C0124,L1-00310,P023,View
I001184,2026-08-12 11:33:17,C0124,L1-00310,P013,View
I001185,2026-08-12 11:34:45,C0124,L1-00310,P015,View
I001186,2026-08-12 11:36:40,C0124,L1-00310,P015,Add_to_Cart
I001187,2026-08-12 11:36:41,C0124,L1-00310,P023,View
I001188,2026-08-12 11:37:33,C0145,L1-00365,P024,View
I001189,2026-08-12 11:38:10,C0145,L1-00365,P024,Add_to_Cart
I001190,2026-08-12 11:38:38,C0124,L1-00310,P034,View
I001191,2026-08-12 11:40:29,C0145,L1-00365,P031,View
I001192,2026-08-12 11:41:59,C0145,L1-00365,P031,Add_to_Cart
I001193,2026-08-12 11:44:09,C0145,L1-00365,P008,View
I001194,2026-08-12 11:45:52,C0176,L1-00432,P030,View
I001195,2026-08-12 11:47:55,C0176,L1-00432,P025,View
I001196,2026-08-12 11:49:01,C0176,L1-00432,P020,View
I001197,2026-08-12 11:50:10,C0176,L1-00432,P026,View
I001198,2026-08-12 11:51:32,C0176,L1-00432,P006,View
I001199,2026-08-12 11:52:36,C0176,L1-00432,P006,Add_to_Cart
I001200,2026-08-12 11:54:25,C0176,L1-00432,P035,View
I001201,2026-08-12 11:55:08,C0176,L1-00432,P010,View
I001202,2026-08-12 13:31:56,C0007,L1-00012,P026,View
I001203,2026-08-12 13:32:22,C0007,L1-00012,P026,Add_to_Cart
I001204,2026-08-12 13:34:47,C0007,L1-00012,P034,View
I001205,2026-08-12 13:37:24,C0007,L1-00012,P028,View
I001206,2026-08-12 13:39:04,C0007,L1-00012,P028,Add_to_Cart
I001207,2026-08-12 13:41:05,C0007,L1-00012,P036,View
I001208,2026-08-12 13:42:05,C0007,L1-00012,P015,View
I001209,2026-08-12 13:45:57,C0007,L1-00012,P033,View
I001210,2026-08-12 13:47:17,C0007,L1-00012,P033,Add_to_Cart
I001211,2026-08-12 13:48:13,C0007,L1-00012,P020,View
I001212,2026-08-12 13:50:24,C0007,L1-00012,P021,View
I001213,2026-08-12 14:03:14,C0106,L1-00261,P022,View
I001214,2026-08-12 14:04:21,C0106,L1-00261,P005,View
I001215,2026-08-12 14:05:15,C0106,L1-00261,P005,Add_to_Cart
I001216,2026-08-12 14:07:44,C0106,L1-00261,P007,View
I001217,2026-08-12 14:08:34,C0106,L1-00261,P007,Add_to_Cart
I001218,2026-08-12 14:11:39,C0106,L1-00261,P024,View
I001219,2026-08-12 14:13:14,C0106,L1-00261,P019,View
I001220,2026-08-12 14:14:08,C0106,L1-00261,P015,View
I001221,2026-08-12 14:15:02,C0106,L1-00261,P019,Add_to_Cart
I001222,2026-08-12 14:15:17,C0106,L1-00261,P015,Add_to_Cart
I001223,2026-08-12 14:42:00,C0097,L1-00241,P030,View
I001224,2026-08-12 14:45:48,C0097,L1-00241,P030,View
I001225,2026-08-12 14:46:17,C0097,L1-00241,P025,View
I001226,2026-08-12 14:47:34,C0097,L1-00241,P030,Add_to_Cart
I001227,2026-08-12 16:46:04,C0082,L1-00215,P025,View
I001228,2026-08-12 16:49:26,C0082,L1-00215,P026,View
I001229,2026-08-12 16:52:36,C0082,L1-00215,P032,View
I001230,2026-08-12 16:53:33,C0082,L1-00215,P032,Add_to_Cart
I001231,2026-08-12 17:49:39,C0049,L1-00123,P032,View
I001232,2026-08-12 17:50:33,C0049,L1-00123,P032,Add_to_Cart
I001233,2026-08-12 17:50:39,C0049,L1-00123,P023,View
I001234,2026-08-12 17:51:17,C0049,L1-00123,P023,Add_to_Cart
I001235,2026-08-12 17:54:34,C0049,L1-00123,P021,View
I001236,2026-08-12 17:54:58,C0049,L1-00123,P005,View
I001237,2026-08-12 18:52:42,C0141,L1-00350,P005,View
I001238,2026-08-12 18:54:40,C0141,L1-00350,P005,Add_to_Cart
I001239,2026-08-12 18:54:56,C0141,L1-00350,P023,View
I001240,2026-08-12 18:58:45,C0141,L1-00350,P025,View
I001241,2026-08-12 19:00:19,C0141,L1-00350,P008,View
I001242,2026-08-12 19:03:30,C0141,L1-00350,P009,View
I001243,2026-08-12 19:04:33,C0141,L1-00350,P028,View
I001244,2026-08-12 19:04:57,C0141,L1-00350,P009,Add_to_Cart
I001245,2026-08-12 19:05:24,C0141,L1-00350,P028,View
I001246,2026-08-12 19:05:53,C0141,L1-00350,P028,Add_to_Cart
I001247,2026-08-12 19:46:26,C0064,L1-00162,P012,View
I001248,2026-08-12 19:50:19,C0064,L1-00162,P003,View
I001249,2026-08-12 19:51:02,C0064,L1-00162,P006,View
I001250,2026-08-12 19:53:05,C0064,L1-00162,P024,View
I001251,2026-08-12 19:55:43,C0064,L1-00162,P020,View
I001252,2026-08-12 19:56:29,C0185,L1-00458,P016,View
I001253,2026-08-12 19:57:30,C0064,L1-00162,P020,Add_to_Cart
I001254,2026-08-12 19:58:36,C0185,L1-00458,P025,View
I001255,2026-08-12 19:59:09,C0185,L1-00458,P025,Add_to_Cart
I001256,2026-08-12 19:59:28,C0185,L1-00458,P020,View
I001257,2026-08-12 20:01:42,C0185,L1-00458,P012,View
I001258,2026-08-12 20:04:07,C0185,L1-00458,P023,View
I001259,2026-08-12 20:04:43,C0185,L1-00458,P023,Add_to_Cart
I001260,2026-08-12 20:07:04,C0185,L1-00458,P026,View
I001261,2026-08-12 20:08:29,C0185,L1-00458,P026,Add_to_Cart
I001262,2026-08-12 20:09:51,C0185,L1-00458,P034,View
I001263,2026-08-12 20:11:25,C0185,L1-00458,P034,Add_to_Cart
I001264,2026-08-12 21:51:03,C0163,L1-00403,P031,View
I001265,2026-08-12 21:52:56,C0163,L1-00403,P029,View
I001266,2026-08-12 21:54:48,C0163,L1-00403,P003,View
I001267,2026-08-12 21:57:00,C0163,L1-00403,P034,View
I001268,2026-08-12 21:57:28,C0163,L1-00403,P034,Add_to_Cart
I001269,2026-08-12 21:58:14,C0163,L1-00403,P016,View
I001270,2026-08-12 22:02:12,C0163,L1-00403,P025,View
I001271,2026-08-13 08:16:47,C0036,L1-00080,P010,View
I001272,2026-08-13 08:19:49,C0036,L1-00080,P005,View
I001273,2026-08-13 08:22:58,C0036,L1-00080,P009,View
I001274,2026-08-13 08:26:14,C0036,L1-00080,P011,View
I001275,2026-08-13 08:27:17,C0036,L1-00080,P018,View
I001276,2026-08-13 08:28:15,C0036,L1-00080,P025,View
I001277,2026-08-13 08:28:49,C0036,L1-00080,P025,Add_to_Cart
I001278,2026-08-13 09:07:16,C0187,L1-00460,P025,View
I001279,2026-08-13 09:08:27,C0187,L1-00460,P017,View
I001280,2026-08-13 09:09:29,C0187,L1-00460,P018,View
I001281,2026-08-13 09:09:31,C0187,L1-00460,P017,Add_to_Cart
I001282,2026-08-13 09:10:33,C0187,L1-00460,P018,Add_to_Cart
I001283,2026-08-13 10:27:58,C0170,L1-00420,P033,View
I001284,2026-08-13 10:31:22,C0170,L1-00420,P010,View
I001285,2026-08-13 10:33:07,C0170,L1-00420,P031,View
I001286,2026-08-13 10:35:40,C0170,L1-00420,P015,View
I001287,2026-08-13 10:35:55,C0170,L1-00420,P015,Add_to_Cart
I001288,2026-08-13 10:39:19,C0170,L1-00420,P004,View
I001289,2026-08-13 10:40:23,C0170,L1-00420,P004,Add_to_Cart
I001290,2026-08-13 10:42:51,C0170,L1-00420,P021,View
I001291,2026-08-13 10:55:47,C0059,L1-00148,P009,View
I001292,2026-08-13 10:57:08,C0059,L1-00148,P009,Add_to_Cart
I001293,2026-08-13 10:58:31,C0059,L1-00148,P007,View
I001294,2026-08-13 11:01:12,C0059,L1-00148,P011,View
I001295,2026-08-13 11:01:38,C0059,L1-00148,P030,View
I001296,2026-08-13 11:02:24,C0059,L1-00148,P028,View
I001297,2026-08-13 11:02:41,C0059,L1-00148,P030,Add_to_Cart
I001298,2026-08-13 11:02:54,C0059,L1-00148,P028,Add_to_Cart
I001299,2026-08-13 13:29:13,C0078,L1-00204,P007,View
I001300,2026-08-13 13:30:07,C0078,L1-00204,P007,View
I001301,2026-08-13 13:31:54,C0078,L1-00204,P007,Add_to_Cart
I001302,2026-08-13 13:32:44,C0078,L1-00204,P003,View
I001303,2026-08-13 13:35:30,C0078,L1-00204,P031,View
I001304,2026-08-13 13:37:42,C0078,L1-00204,P026,View
I001305,2026-08-13 13:38:28,C0078,L1-00204,P025,View
I001306,2026-08-13 13:43:56,C0063,L1-00161,P014,View
I001307,2026-08-13 13:47:25,C0063,L1-00161,P009,View
I001308,2026-08-13 13:51:09,C0063,L1-00161,P015,View
I001309,2026-08-13 13:51:48,C0063,L1-00161,P015,Add_to_Cart
I001310,2026-08-13 14:12:56,C0042,L1-00096,P014,View
I001311,2026-08-13 14:14:26,C0042,L1-00096,P015,View
I001312,2026-08-13 14:15:43,C0042,L1-00096,P015,Add_to_Cart
I001313,2026-08-13 14:18:14,C0042,L1-00096,P020,View
I001314,2026-08-13 14:21:06,C0042,L1-00096,P007,View
I001315,2026-08-13 14:22:17,C0042,L1-00096,P020,View
I001316,2026-08-13 14:23:05,C0042,L1-00096,P007,Add_to_Cart
I001317,2026-08-13 14:24:19,C0042,L1-00096,P006,View
I001318,2026-08-13 14:26:34,C0042,L1-00096,P033,View
I001319,2026-08-13 15:06:17,C0077,L1-00201,P009,View
I001320,2026-08-13 15:07:32,C0077,L1-00201,P007,View
I001321,2026-08-13 15:09:54,C0077,L1-00201,P006,View
I001322,2026-08-13 15:12:33,C0077,L1-00201,P009,View
I001323,2026-08-13 15:13:12,C0077,L1-00201,P026,View
I001324,2026-08-13 15:13:47,C0077,L1-00201,P026,Add_to_Cart
I001325,2026-08-13 15:15:12,C0077,L1-00201,P033,View
I001326,2026-08-13 15:42:05,C0140,L1-00344,P001,View
I001327,2026-08-13 15:44:01,C0140,L1-00344,P001,Add_to_Cart
I001328,2026-08-13 15:44:08,C0140,L1-00344,P017,View
I001329,2026-08-13 15:44:23,C0140,L1-00344,P017,Add_to_Cart
I001330,2026-08-13 15:44:33,C0140,L1-00344,P033,View
I001331,2026-08-13 15:45:33,C0140,L1-00344,P011,View
I001332,2026-08-13 15:46:45,C0059,L1-00143,P002,View
