Date,Product_ID,Opening_Stock,Units_Sold,Replenishment_Units,Closing_Stock,Stock_Status
2026-08-17,P014,10,0,5,15,Low Stock
2026-08-17,P015,9,1,3,11,Low Stock
2026-08-17,P016,16,0,0,16,Healthy
2026-08-17,P017,14,0,0,14,Low Stock
2026-08-17,P018,11,1,4,14,Low Stock
2026-08-17,P019,11,0,3,14,Low Stock
2026-08-17,P020,22,1,2,23,Healthy
2026-08-17,P021,20,3,0,17,Healthy
2026-08-17,P022,13,0,0,13,Low Stock
2026-08-17,P023,11,1,4,14,Low Stock
2026-08-17,P024,14,1,1,14,Low Stock
2026-08-17,P025,12,0,1,13,Low Stock
2026-08-17,P026,13,0,0,13,Low Stock
2026-08-17,P027,13,0,0,13,Low Stock
2026-08-17,P028,25,0,2,27,Healthy
2026-08-17,P029,11,0,0,11,Low Stock
2026-08-17,P030,8,0,0,8,Low Stock
2026-08-17,P031,9,0,3,12,Low Stock
2026-08-17,P032,14,1,2,15,Low Stock
2026-08-17,P033,24,0,0,24,Healthy
2026-08-17,P034,20,3,3,20,Healthy
2026-08-17,P035,10,0,0,10,Low Stock
2026-08-17,P036,12,0,2,14,Low Stock
2026-08-18,P001,9,0,0,9,Low Stock
2026-08-18,P002,15,0,0,15,Low Stock
2026-08-18,P003,11,0,0,11,Low Stock
2026-08-18,P004,27,0,0,27,Healthy
2026-08-18,P005,11,0,0,11,Low Stock
2026-08-18,P006,21,2,0,19,Healthy
2026-08-18,P007,27,0,0,27,Healthy
2026-08-18,P008,20,0,0,20,Healthy
2026-08-18,P009,30,2,0,28,Healthy
2026-08-18,P010,27,0,0,27,Healthy
2026-08-18,P011,23,0,0,23,Healthy
2026-08-18,P012,21,0,0,21,Healthy
2026-08-18,P013,11,0,0,11,Low Stock
2026-08-18,P014,15,0,0,15,Low Stock
2026-08-18,P015,11,0,0,11,Low Stock
2026-08-18,P016,16,0,0,16,Healthy
2026-08-18,P017,14,0,0,14,Low Stock
2026-08-18,P018,14,0,0,14,Low Stock
2026-08-18,P019,14,0,0,14,Low Stock
2026-08-18,P020,23,0,0,23,Healthy
2026-08-18,P021,17,0,0,17,Healthy
2026-08-18,P022,13,0,0,13,Low Stock
2026-08-18,P023,14,0,0,14,Low Stock
2026-08-18,P024,14,0,0,14,Low Stock
2026-08-18,P025,13,0,0,13,Low Stock
2026-08-18,P026,13,0,0,13,Low Stock
2026-08-18,P027,13,0,0,13,Low Stock
2026-08-18,P028,27,2,0,25,Healthy
2026-08-18,P029,11,0,0,11,Low Stock
2026-08-18,P030,8,0,0,8,Low Stock
2026-08-18,P031,12,0,0,12,Low Stock
2026-08-18,P032,15,0,0,15,Low Stock
2026-08-18,P033,24,0,0,24,Healthy
2026-08-18,P034,20,0,0,20,Healthy
2026-08-18,P035,10,0,0,10,Low Stock
2026-08-18,P036,14,0,0,14,Low Stock
2026-08-19,P001,9,1,0,8,Low Stock
2026-08-19,P002,15,0,0,15,Low Stock
2026-08-19,P003,11,2,0,9,Low Stock
2026-08-19,P004,27,0,0,27,Healthy
2026-08-19,P005,11,2,0,9,Low Stock
2026-08-19,P006,19,0,0,19,Healthy
2026-08-19,P007,27,0,0,27,Healthy
2026-08-19,P008,20,1,0,19,Healthy
2026-08-19,P009,28,0,0,28,Healthy
2026-08-19,P010,27,0,0,27,Healthy
2026-08-19,P011,23,0,0,23,Healthy
2026-08-19,P012,21,0,0,21,Healthy
2026-08-19,P013,11,0,0,11,Low Stock
2026-08-19,P014,15,0,0,15,Low Stock
2026-08-19,P015,11,4,0,7,Low Stock
2026-08-19,P016,16,0,0,16,Healthy
2026-08-19,P017,14,0,0,14,Low Stock
2026-08-19,P018,14,0,0,14,Low Stock
2026-08-19,P019,14,1,0,13,Low Stock
2026-08-19,P020,23,0,0,23,Healthy
2026-08-19,P021,17,0,0,17,Healthy
2026-08-19,P022,13,1,0,12,Low Stock
2026-08-19,P023,14,0,0,14,Low Stock
2026-08-19,P024,14,0,0,14,Low Stock
2026-08-19,P025,13,0,0,13,Low Stock
2026-08-19,P026,13,0,0,13,Low Stock
2026-08-19,P027,13,0,0,13,Low Stock
2026-08-19,P028,25,0,0,25,Healthy
2026-08-19,P029,11,0,0,11,Low Stock
2026-08-19,P030,8,0,0,8,Low Stock
2026-08-19,P031,12,0,0,12,Low Stock
2026-08-19,P032,15,0,0,15,Low Stock
2026-08-19,P033,24,1,0,23,Healthy
2026-08-19,P034,20,0,0,20,Healthy
2026-08-19,P035,10,0,0,10,Low Stock
2026-08-19,P036,14,0,0,14,Low Stock
2026-08-20,P001,8,0,0,8,Low Stock
2026-08-20,P002,15,1,0,14,Low Stock
2026-08-20,P003,9,0,0,9,Low Stock
2026-08-20,P004,27,1,0,26,Healthy
2026-08-20,P005,9,0,0,9,Low Stock
2026-08-20,P006,19,0,0,19,Healthy
2026-08-20,P007,27,0,0,27,Healthy
2026-08-20,P008,19,0,0,19,Healthy
2026-08-20,P009,28,0,0,28,Healthy
2026-08-20,P010,27,0,0,27,Healthy
2026-08-20,P011,23,1,0,22,Healthy
2026-08-20,P012,21,3,0,18,Healthy
2026-08-20,P013,11,2,0,9,Low Stock
2026-08-20,P014,15,1,0,14,Low Stock
2026-08-20,P015,7,0,0,7,Low Stock
2026-08-20,P016,16,0,0,16,Healthy
2026-08-20,P017,14,0,0,14,Low Stock
2026-08-20,P018,14,0,0,14,Low Stock
2026-08-20,P019,13,0,0,13,Low Stock
2026-08-20,P020,23,0,0,23,Healthy
2026-08-20,P021,17,3,0,14,Low Stock
2026-08-20,P022,12,0,0,12,Low Stock
2026-08-20,P023,14,2,0,12,Low Stock
2026-08-20,P024,14,0,0,14,Low Stock
2026-08-20,P025,13,1,0,12,Low Stock
2026-08-20,P026,13,0,0,13,Low Stock
2026-08-20,P027,13,0,0,13,Low Stock
2026-08-20,P028,25,1,0,24,Healthy
2026-08-20,P029,11,0,0,11,Low Stock
2026-08-20,P030,8,0,0,8,Low Stock
2026-08-20,P031,12,5,0,7,Low Stock
2026-08-20,P032,15,0,0,15,Low Stock
2026-08-20,P033,23,0,0,23,Healthy
2026-08-20,P034,20,0,0,20,Healthy
2026-08-20,P035,10,1,0,9,Low Stock
2026-08-20,P036,14,0,0,14,Low Stock
2026-08-21,P001,8,0,3,11,Low Stock
2026-08-21,P002,14,1,1,14,Low Stock
2026-08-21,P003,9,0,2,11,Low Stock
2026-08-21,P004,26,0,1,27,Healthy
2026-08-21,P005,9,0,0,9,Low Stock
2026-08-21,P006,19,2,2,19,Healthy
2026-08-21,P007,27,0,2,29,Healthy
2026-08-21,P008,19,0,1,20,Healthy
2026-08-21,P009,28,0,2,30,Healthy
2026-08-21,P010,27,0,1,28,Healthy
2026-08-21,P011,22,0,1,23,Healthy
2026-08-21,P012,18,0,3,21,Healthy
2026-08-21,P013,9,4,0,5,Critical
2026-08-21,P014,14,1,1,14,Low Stock
2026-08-21,P015,7,0,5,12,Low Stock
2026-08-21,P016,16,0,0,16,Healthy
2026-08-21,P017,14,0,0,14,Low Stock
2026-08-21,P018,14,4,1,11,Low Stock
2026-08-21,P019,13,0,1,14,Low Stock
2026-08-21,P020,23,0,1,24,Healthy
2026-08-21,P021,14,0,6,20,Healthy
2026-08-21,P022,12,0,0,12,Low Stock
2026-08-21,P023,12,0,3,15,Low Stock
2026-08-21,P024,14,0,1,15,Low Stock
2026-08-21,P025,12,0,1,13,Low Stock
2026-08-21,P026,13,3,0,10,Low Stock
2026-08-21,P027,13,0,0,13,Low Stock
2026-08-21,P028,24,0,3,27,Healthy
2026-08-21,P029,11,0,0,11,Low Stock
2026-08-21,P030,8,0,0,8,Low Stock
2026-08-21,P031,7,0,5,12,Low Stock
2026-08-21,P032,15,0,1,16,Healthy
2026-08-21,P033,23,0,1,24,Healthy
2026-08-21,P034,20,0,3,23,Healthy
2026-08-21,P035,9,0,1,10,Low Stock
2026-08-21,P036,14,0,0,14,Low Stock
2026-08-22,P001,11,0,0,11,Low Stock
2026-08-22,P002,14,0,0,14,Low Stock
2026-08-22,P003,11,0,0,11,Low Stock
2026-08-22,P004,27,0,0,27,Healthy
2026-08-22,P005,9,0,0,9,Low Stock
2026-08-22,P006,19,0,0,19,Healthy
2026-08-22,P007,29,1,0,28,Healthy
2026-08-22,P008,20,0,0,20,Healthy
2026-08-22,P009,30,2,0,28,Healthy
2026-08-22,P010,28,0,0,28,Healthy
2026-08-22,P011,23,0,0,23,Healthy
2026-08-22,P012,21,0,0,21,Healthy
2026-08-22,P013,5,0,0,5,Critical
2026-08-22,P014,14,0,0,14,Low Stock
2026-08-22,P015,12,1,0,11,Low Stock
2026-08-22,P016,16,0,0,16,Healthy
2026-08-22,P017,14,0,0,14,Low Stock
2026-08-22,P018,11,0,0,11,Low Stock
2026-08-22,P019,14,0,0,14,Low Stock
2026-08-22,P020,24,0,0,24,Healthy
2026-08-22,P021,20,2,0,18,Healthy
2026-08-22,P022,12,0,0,12,Low Stock
2026-08-22,P023,15,1,0,14,Low Stock
2026-08-22,P024,15,0,0,15,Low Stock
2026-08-22,P025,13,0,0,13,Low Stock
2026-08-22,P026,10,0,0,10,Low Stock
2026-08-22,P027,13,2,0,11,Low Stock
2026-08-22,P028,27,0,0,27,Healthy
2026-08-22,P029,11,0,0,11,Low Stock
2026-08-22,P030,8,2,0,6,Low Stock
2026-08-22,P031,12,0,0,12,Low Stock
2026-08-22,P032,16,0,0,16,Healthy
2026-08-22,P033,24,0,0,24,Healthy
2026-08-22,P034,23,0,0,23,Healthy
2026-08-22,P035,10,0,0,10,Low Stock
2026-08-22,P036,14,0,0,14,Low Stock
2026-08-23,P001,11,0,0,11,Low Stock
2026-08-23,P002,14,0,0,14,Low Stock
2026-08-23,P003,11,0,0,11,Low Stock
2026-08-23,P004,27,2,0,25,Healthy
2026-08-23,P005,9,0,0,9,Low Stock
2026-08-23,P006,19,0,0,19,Healthy
2026-08-23,P007,28,0,0,28,Healthy
2026-08-23,P008,20,0,0,20,Healthy
2026-08-23,P009,28,2,0,26,Healthy
2026-08-23,P010,28,0,0,28,Healthy
2026-08-23,P011,23,1,0,22,Healthy
2026-08-23,P012,21,0,0,21,Healthy
2026-08-23,P013,5,0,0,5,Critical
2026-08-23,P014,14,0,0,14,Low Stock
2026-08-23,P015,11,0,0,11,Low Stock
2026-08-23,P016,16,0,0,16,Healthy
2026-08-23,P017,14,0,0,14,Low Stock
2026-08-23,P018,11,0,0,11,Low Stock
2026-08-23,P019,14,1,0,13,Low Stock
2026-08-23,P020,24,0,0,24,Healthy
2026-08-23,P021,18,0,0,18,Healthy
2026-08-23,P022,12,0,0,12,Low Stock
2026-08-23,P023,14,0,0,14,Low Stock
2026-08-23,P024,15,0,0,15,Low Stock
2026-08-23,P025,13,0,0,13,Low Stock
2026-08-23,P026,10,0,0,10,Low Stock
2026-08-23,P027,11,0,0,11,Low Stock
2026-08-23,P028,27,0,0,27,Healthy
2026-08-23,P029,11,0,0,11,Low Stock
2026-08-23,P030,6,3,0,3,Critical
2026-08-23,P031,12,1,0,11,Low Stock
2026-08-23,P032,16,0,0,16,Healthy
2026-08-23,P033,24,0,0,24,Healthy
2026-08-23,P034,23,0,0,23,Healthy
2026-08-23,P035,10,0,0,10,Low Stock
2026-08-23,P036,14,2,0,12,Low Stock
2026-08-24,P001,11,0,0,11,Low Stock
2026-08-24,P002,14,2,0,12,Low Stock
2026-08-24,P003,11,0,0,11,Low Stock
2026-08-24,P004,25,1,0,24,Healthy
2026-08-24,P005,9,0,0,9,Low Stock
2026-08-24,P006,19,0,0,19,Healthy
2026-08-24,P007,28,0,0,28,Healthy
2026-08-24,P008,20,2,0,18,Healthy
2026-08-24,P009,26,0,0,26,Healthy
2026-08-24,P010,28,0,0,28,Healthy
2026-08-24,P011,22,1,0,21,Healthy
2026-08-24,P012,21,2,0,19,Healthy
2026-08-24,P013,5,0,0,5,Critical
2026-08-24,P014,14,0,0,14,Low Stock
2026-08-24,P015,11,0,0,11,Low Stock
2026-08-24,P016,16,0,0,16,Healthy
2026-08-24,P017,14,0,0,14,Low Stock
2026-08-24,P018,11,0,0,11,Low Stock
2026-08-24,P019,13,0,0,13,Low Stock
2026-08-24,P020,24,0,0,24,Healthy
2026-08-24,P021,18,0,0,18,Healthy
2026-08-24,P022,12,0,0,12,Low Stock
2026-08-24,P023,14,0,0,14,Low Stock
2026-08-24,P024,15,0,0,15,Low Stock
2026-08-24,P025,13,2,0,11,Low Stock
2026-08-24,P026,10,0,0,10,Low Stock
2026-08-24,P027,11,0,0,11,Low Stock
2026-08-24,P028,27,0,0,27,Healthy
2026-08-24,P029,11,0,0,11,Low Stock
2026-08-24,P030,3,0,0,3,Critical
2026-08-24,P031,11,0,0,11,Low Stock
2026-08-24,P032,16,0,0,16,Healthy
2026-08-24,P033,24,0,0,24,Healthy
2026-08-24,P034,23,0,0,23,Healthy
2026-08-24,P035,10,0,0,10,Low Stock
2026-08-24,P036,12,0,0,12,Low Stock
2026-08-25,P001,11,1,0,10,Low Stock
2026-08-25,P002,12,0,3,15,Low Stock
2026-08-25,P003,11,0,0,11,Low Stock
2026-08-25,P004,24,1,3,26,Healthy
2026-08-25,P005,9,0,2,11,Low Stock
2026-08-25,P006,19,0,2,21,Healthy
2026-08-25,P007,28,1,1,28,Healthy
2026-08-25,P008,18,0,2,20,Healthy
2026-08-25,P009,26,0,4,30,Healthy
2026-08-25,P010,28,0,0,28,Healthy
2026-08-25,P011,21,3,2,20,Healthy
2026-08-25,P012,19,3,2,18,Healthy
2026-08-25,P013,5,0,0,5,Critical
2026-08-25,P014,14,0,1,15,Low Stock
2026-08-25,P015,11,0,1,12,Low Stock
2026-08-25,P016,16,0,0,16,Healthy
2026-08-25,P017,14,1,0,13,Low Stock
2026-08-25,P018,11,0,4,15,Low Stock
2026-08-25,P019,13,0,1,14,Low Stock
2026-08-25,P020,24,0,0,24,Healthy
2026-08-25,P021,18,0,2,20,Healthy
2026-08-25,P022,12,0,0,12,Low Stock
2026-08-25,P023,14,0,1,15,Low Stock
2026-08-25,P024,15,0,0,15,Low Stock
2026-08-25,P025,11,0,2,13,Low Stock
2026-08-25,P026,10,0,0,10,Low Stock
2026-08-25,P027,11,0,2,13,Low Stock
2026-08-25,P028,27,0,0,27,Healthy
2026-08-25,P029,11,0,0,11,Low Stock
2026-08-25,P030,3,0,0,3,Critical
2026-08-25,P031,11,0,1,12,Low Stock
2026-08-25,P032,16,0,0,16,Healthy
2026-08-25,P033,24,0,0,24,Healthy
2026-08-25,P034,23,0,0,23,Healthy
2026-08-25,P035,10,0,0,10,Low Stock
2026-08-25,P036,12,0,2,14,Low Stock
2026-08-26,P001,10,0,0,10,Low Stock
2026-08-26,P002,15,0,0,15,Low Stock
2026-08-26,P003,11,1,0,10,Low Stock
2026-08-26,P004,26,0,0,26,Healthy
2026-08-26,P005,11,4,0,7,Low Stock
2026-08-26,P006,21,0,0,21,Healthy
2026-08-26,P007,28,0,0,28,Healthy
2026-08-26,P008,20,0,0,20,Healthy
2026-08-26,P009,30,0,0,30,Healthy
2026-08-26,P010,28,0,0,28,Healthy
2026-08-26,P011,20,0,0,20,Healthy
2026-08-26,P012,18,0,0,18,Healthy
2026-08-26,P013,5,1,0,4,Critical
2026-08-26,P014,15,2,0,13,Low Stock
2026-08-26,P015,12,0,0,12,Low Stock
2026-08-26,P016,16,0,0,16,Healthy
2026-08-26,P017,13,1,0,12,Low Stock
2026-08-26,P018,15,3,0,12,Low Stock
2026-08-26,P019,14,0,0,14,Low Stock
2026-08-26,P020,24,0,0,24,Healthy
2026-08-26,P021,20,0,0,20,Healthy
2026-08-26,P022,12,1,0,11,Low Stock
2026-08-26,P023,15,0,0,15,Low Stock
2026-08-26,P024,15,0,0,15,Low Stock
2026-08-26,P025,13,0,0,13,Low Stock
2026-08-26,P026,10,0,0,10,Low Stock
2026-08-26,P027,13,0,0,13,Low Stock
2026-08-26,P028,27,0,0,27,Healthy
2026-08-26,P029,11,0,0,11,Low Stock
2026-08-26,P030,3,0,0,3,Critical
2026-08-26,P031,12,0,0,12,Low Stock
2026-08-26,P032,16,3,0,13,Low Stock
2026-08-26,P033,24,0,0,24,Healthy
2026-08-26,P034,23,3,0,20,Healthy
2026-08-26,P035,10,0,0,10,Low Stock
2026-08-26,P036,14,0,0,14,Low Stock
2026-08-27,P001,10,0,0,10,Low Stock
2026-08-27,P002,15,0,0,15,Low Stock
2026-08-27,P003,10,0,0,10,Low Stock
2026-08-27,P004,26,0,0,26,Healthy
2026-08-27,P005,7,0,0,7,Low Stock
2026-08-27,P006,21,0,0,21,Healthy
2026-08-27,P007,28,0,0,28,Healthy
2026-08-27,P008,20,0,0,20,Healthy
2026-08-27,P009,30,0,0,30,Healthy
2026-08-27,P010,28,0,0,28,Healthy
2026-08-27,P011,20,0,0,20,Healthy
2026-08-27,P012,18,0,0,18,Healthy
2026-08-27,P013,4,0,0,4,Critical
2026-08-27,P014,13,1,0,12,Low Stock
2026-08-27,P015,12,1,0,11,Low Stock
2026-08-27,P016,16,1,0,15,Low Stock
2026-08-27,P017,12,1,0,11,Low Stock
2026-08-27,P018,12,0,0,12,Low Stock
2026-08-27,P019,14,0,0,14,Low Stock
2026-08-27,P020,24,0,0,24,Healthy
2026-08-27,P021,20,0,0,20,Healthy
2026-08-27,P022,11,0,0,11,Low Stock
2026-08-27,P023,15,1,0,14,Low Stock
2026-08-27,P024,15,0,0,15,Low Stock
2026-08-27,P025,13,1,0,12,Low Stock
2026-08-27,P026,10,0,0,10,Low Stock
2026-08-27,P027,13,0,0,13,Low Stock
2026-08-27,P028,27,0,0,27,Healthy
2026-08-27,P029,11,0,0,11,Low Stock
2026-08-27,P030,3,0,0,3,Critical
2026-08-27,P031,12,0,0,12,Low Stock
2026-08-27,P032,13,0,0,13,Low Stock
2026-08-27,P033,24,0,0,24,Healthy
2026-08-27,P034,20,0,0,20,Healthy
2026-08-27,P035,10,0,0,10,Low Stock
2026-08-27,P036,14,0,0,14,Low Stock
2026-08-28,P001,10,0,0,10,Low Stock
2026-08-28,P002,15,0,0,15,Low Stock
2026-08-28,P003,10,0,0,10,Low Stock
2026-08-28,P004,26,0,0,26,Healthy
2026-08-28,P005,7,0,0,7,Low Stock
2026-08-28,P006,21,0,0,21,Healthy
2026-08-28,P007,28,1,0,27,Healthy
2026-08-28,P008,20,0,0,20,Healthy
2026-08-28,P009,30,0,0,30,Healthy
2026-08-28,P010,28,0,0,28,Healthy
2026-08-28,P011,20,0,0,20,Healthy
2026-08-28,P012,18,1,0,17,Healthy
2026-08-28,P013,4,0,0,4,Critical
2026-08-28,P014,12,0,0,12,Low Stock
2026-08-28,P015,11,0,0,11,Low Stock
2026-08-28,P016,15,0,0,15,Low Stock
2026-08-28,P017,11,2,0,9,Low Stock
2026-08-28,P018,12,0,0,12,Low Stock
2026-08-28,P019,14,0,0,14,Low Stock
2026-08-28,P020,24,0,0,24,Healthy
2026-08-28,P021,20,2,0,18,Healthy
2026-08-28,P022,11,0,0,11,Low Stock
2026-08-28,P023,14,0,0,14,Low Stock
2026-08-28,P024,15,0,0,15,Low Stock
2026-08-28,P025,12,0,0,12,Low Stock
2026-08-28,P026,10,0,0,10,Low Stock
2026-08-28,P027,13,0,0,13,Low Stock
2026-08-28,P028,27,0,0,27,Healthy
2026-08-28,P029,11,0,0,11,Low Stock
2026-08-28,P030,3,3,0,0,Out of Stock
2026-08-28,P031,12,0,0,12,Low Stock
2026-08-28,P032,13,0,0,13,Low Stock
2026-08-28,P033,24,0,0,24,Healthy
2026-08-28,P034,20,0,0,20,Healthy
2026-08-28,P035,10,0,0,10,Low Stock
2026-08-28,P036,14,0,0,14,Low Stock
2026-08-29,P001,10,0,1,11,Low Stock
2026-08-29,P002,15,0,0,15,Low Stock
2026-08-29,P003,10,1,1,10,Low Stock
2026-08-29,P004,26,0,1,27,Healthy
2026-08-29,P005,7,0,4,11,Low Stock
2026-08-29,P006,21,0,0,21,Healthy
2026-08-29,P007,27,0,2,29,Healthy
2026-08-29,P008,20,0,0,20,Healthy
2026-08-29,P009,30,0,0,30,Healthy
2026-08-29,P010,28,0,0,28,Healthy
2026-08-29,P011,20,0,3,23,Healthy
2026-08-29,P012,17,6,4,15,Low Stock
2026-08-29,P013,4,0,0,4,Critical
2026-08-29,P014,12,1,3,14,Low Stock
2026-08-29,P015,11,2,1,10,Low Stock
2026-08-29,P016,15,0,1,16,Healthy
2026-08-29,P017,9,3,0,6,Low Stock
2026-08-29,P018,12,0,3,15,Low Stock
2026-08-29,P019,14,0,0,14,Low Stock
2026-08-29,P020,24,0,0,24,Healthy
2026-08-29,P021,18,0,2,20,Healthy
2026-08-29,P022,11,0,0,11,Low Stock
2026-08-29,P023,14,0,1,15,Low Stock
2026-08-29,P024,15,0,0,15,Low Stock
2026-08-29,P025,12,2,1,11,Low Stock
2026-08-29,P026,10,0,0,10,Low Stock
2026-08-29,P027,13,0,0,13,Low Stock
2026-08-29,P028,27,0,0,27,Healthy
2026-08-29,P029,11,0,0,11,Low Stock
2026-08-29,P030,0,0,0,0,Out of Stock
2026-08-29,P031,12,0,0,12,Low Stock
2026-08-29,P032,13,1,3,15,Low Stock
2026-08-29,P033,24,0,0,24,Healthy
2026-08-29,P034,20,0,3,23,Healthy
2026-08-29,P035,10,0,0,10,Low Stock
2026-08-29,P036,14,0,0,14,Low Stock
2026-08-30,P001,11,0,0,11,Low Stock
2026-08-30,P002,15,0,0,15,Low Stock
2026-08-30,P003,10,0,0,10,Low Stock
2026-08-30,P004,27,0,0,27,Healthy
2026-08-30,P005,11,0,0,11,Low Stock
2026-08-30,P006,21,0,0,21,Healthy
2026-08-30,P007,29,1,0,28,Healthy
2026-08-30,P008,20,0,0,20,Healthy
2026-08-30,P009,30,0,0,30,Healthy
2026-08-30,P010,28,0,0,28,Healthy
2026-08-30,P011,23,0,0,23,Healthy
2026-08-30,P012,15,1,0,14,Low Stock
2026-08-30,P013,4,0,0,4,Critical
2026-08-30,P014,14,1,0,13,Low Stock
2026-08-30,P015,10,0,0,10,Low Stock
2026-08-30,P016,16,0,0,16,Healthy
2026-08-30,P017,6,0,0,6,Low Stock
2026-08-30,P018,15,1,0,14,Low Stock
2026-08-30,P019,14,0,0,14,Low Stock
2026-08-30,P020,24,1,0,23,Healthy
2026-08-30,P021,20,0,0,20,Healthy
2026-08-30,P022,11,0,0,11,Low Stock
2026-08-30,P023,15,0,0,15,Low Stock
2026-08-30,P024,15,0,0,15,Low Stock
2026-08-30,P025,11,0,0,11,Low Stock
2026-08-30,P026,10,0,0,10,Low Stock
2026-08-30,P027,13,0,0,13,Low Stock
2026-08-30,P028,27,0,0,27,Healthy
2026-08-30,P029,11,0,0,11,Low Stock
2026-08-30,P030,0,1,1,0,Out of Stock
2026-08-30,P031,12,1,0,11,Low Stock
2026-08-30,P032,15,0,0,15,Low Stock
2026-08-30,P033,24,0,0,24,Healthy
2026-08-30,P034,23,0,0,23,Healthy
2026-08-30,P035,10,0,0,10,Low Stock
2026-08-30,P036,14,0,0,14,Low Stock
2026-08-31,P001,11,1,0,10,Low Stock
2026-08-31,P002,15,0,0,15,Low Stock
2026-08-31,P003,10,0,0,10,Low Stock
2026-08-31,P004,27,0,0,27,Healthy
2026-08-31,P005,11,0,0,11,Low Stock
2026-08-31,P006,21,1,0,20,Healthy
2026-08-31,P007,28,0,0,28,Healthy
2026-08-31,P008,20,0,0,20,Healthy
2026-08-31,P009,30,0,0,30,Healthy
2026-08-31,P010,28,0,0,28,Healthy
2026-08-31,P011,23,1,0,22,Healthy
2026-08-31,P012,14,0,0,14,Low Stock
2026-08-31,P013,4,0,0,4,Critical
2026-08-31,P014,13,0,0,13,Low Stock
2026-08-31,P015,10,1,0,9,Low Stock
2026-08-31,P016,16,0,0,16,Healthy
2026-08-31,P017,6,0,0,6,Low Stock
2026-08-31,P018,14,2,0,12,Low Stock
2026-08-31,P019,14,0,0,14,Low Stock
2026-08-31,P020,23,0,0,23,Healthy
2026-08-31,P021,20,0,0,20,Healthy
2026-08-31,P022,11,0,0,11,Low Stock
2026-08-31,P023,15,0,0,15,Low Stock
2026-08-31,P024,15,1,0,14,Low Stock
2026-08-31,P025,11,3,0,8,Low Stock
2026-08-31,P026,10,0,0,10,Low Stock
2026-08-31,P027,13,0,0,13,Low Stock
2026-08-31,P028,27,0,0,27,Healthy
2026-08-31,P029,11,0,0,11,Low Stock
2026-08-31,P030,0,0,0,0,Out of Stock
2026-08-31,P031,11,0,0,11,Low Stock
2026-08-31,P032,15,0,0,15,Low Stock
2026-08-31,P033,24,2,0,22,Healthy
2026-08-31,P034,23,1,0,22,Healthy
2026-08-31,P035,10,0,0,10,Low Stock
2026-08-31,P036,14,0,0,14,Low Stock
